"betaAA","phi","kappa","alpha","zeta","betaHA"
0.567932163952107,0.702468420132682,114.057510994625,0.192361138897842,0.199159932356049,0.000180702654434655
0.490613704370576,0.127575393837882,30.5212733799954,0.564635872076849,0.907554548095663,0.000191060598175959
0.573562648840044,0.666494480593221,157.802380548246,0.410970401636713,0.628475909060011,0.000284212023104191
0.03434244164523,0.659755504514026,153.324869765044,0.329300430564396,0.678352947923241,0.000293545393427068
0.899887856717353,0.655799860877922,58.4711334967354,0.143214384415861,0.789712005116245,0.000170389609363686
0.446149590602488,0.617968891784567,93.718004407334,0.351459388673366,0.325661487191493,0.000350480653115966
0.724355957214697,0.968282450811238,160.801216616489,0.0559765230336626,0.188142953684404,0.000287424779614892
0.415475431647499,0.564933567098361,77.9544187554252,0.139758673001969,0.702156227161672,0.000236235566626069
0.0263468598464155,0.590681179585802,88.4695417457507,0.296969398160217,0.392381931411401,0.000205590327481471
0.734530553821097,0.558976479269005,145.829887938992,0.299572641273485,0.383497011054288,0.000342327033788824
0.600527996566872,0.545451061054453,147.691746052189,0.317503437191575,0.404494114040026,0.000413298539016479
0.803461220280754,0.666641425343364,110.957853783072,0.202173055208196,0.329461800738389,0.000166326667862788
0.946866365594416,0.738327547208925,150.734091201981,0.131439197949816,0.33667692569665,0.000140685898082076
0.110622445505806,0.895850767041328,62.5645874825888,0.0683316399144147,0.643705580653614,0.00012759039235773
0.183386779263041,0.385165290074198,17.5751943046446,0.0731216460796875,0.974893480588533,7.37456819883638e-05
0.794277041900688,0.408337993931337,54.9577510674515,0.249424146642016,0.497863695737559,0.000249149696696478
0.45317561309054,0.257642832968383,22.3718652380472,0.179733056736047,0.0918200558782133,0.000221007991064165
0.690918581026113,0.864490339654615,83.7270712597403,0.2437319360986,0.456558220770509,0.000282164454076852
0.0598237037775475,0.89190154559192,180.237816638764,0.171760933895826,0.0963313834919849,0.000871508259191151
0.203531674355074,0.600312890779798,101.506384203409,0.0962598292512043,0.109364993317607,0.000540504275798151
0.294822780014766,0.766178862829921,77.8776693870504,0.112074721467373,0.214471015422481,0.000325534408854837
0.691745403858624,0.79061523480332,124.931388210194,0.233289323766333,0.913871464314361,0.000153669854171208
0.349424958318771,0.142736069968338,21.8420090469615,0.277983618303112,0.760212160106997,0.000149070856394482
0.475116213871298,0.68498337502244,106.829311382142,0.203343801617897,0.554458212628163,0.000124617412708107
0.313651129202209,0.857502912725616,97.9839555412627,0.298939916790608,0.934941289200816,0.000192687005452725
0.162460839798599,0.35738026422782,105.72885333903,0.421124154222295,0.332381463151968,0.000330333726409193
0.29369804366691,0.644451963445676,129.498201493947,0.197021792095744,0.717100378264432,0.00032861597655886
0.126582181568009,0.5388380902043,42.8564897327329,0.214882528355846,0.86377575979998,0.000222991994753828
0.222575553341315,0.813504129603378,83.6169587103191,0.242210218226663,0.266540268432128,0.000309843475866559
0.200719999951978,0.623760325052247,64.291810214786,0.269925489256711,0.814477780584356,0.000162209309759021
0.756046638424151,0.542540894969332,67.1777499612973,0.00166523977073485,0.186935134968952,0.000237223975160567
0.160243548622484,0.655458208361164,65.735178176647,0.000468601037461394,0.0670040050128527,0.000650597163663807
0.662839861864377,0.892641947206203,148.870832654632,0.0104592111303572,0.59955335426388,0.000220319138774439
0.501736928889046,0.487937492956872,36.9308490124786,0.112297879949339,0.0892193293501918,0.000185264646766688
0.491873817121884,0.525863642411925,64.4634506305456,0.145546305663305,0.167851750747412,0.000313549845187531
0.351702259037815,0.520331400778223,75.296499390843,0.156617360931972,0.360750806736173,0.000184360024857995
0.0502081263809709,0.478152892286205,90.8331881147096,0.178784570484084,0.349753071321802,0.00024364838487586
0.308357592727754,0.640387406628797,158.60625222601,0.317561690011433,0.747954341705414,0.000354901387104629
0.0769955315327937,0.830045434302897,149.330172716146,0.0982015065191199,0.0579240750133508,0.00106459511019995
0.467375438101715,0.930824339660495,114.526717049818,0.195138244167968,0.397031860024115,0.000143090311475754
0.914210307816168,0.720577025799054,65.6447549770022,0.229575618960976,0.670401403238801,0.000203999249467945
0.672695479430547,0.944134478692474,177.5519150308,0.173394113872905,0.157538957771822,0.000508600368654857
0.235770275053582,0.530095337723176,107.909395245097,0.151835830271578,0.757016771366562,0.000141323150991156
0.152317202413872,0.900857355487163,114.168595632178,0.0144505716460764,0.2630233802801,0.000230762376472564
0.366777527388339,0.967652890866448,92.556280802503,0.26025999969869,0.541946938420997,0.000340421745808825
0.432942805110447,0.759768141373837,137.888707619017,0.250016607612396,0.839021749055024,0.000217920988147926
0.223391303794281,0.554395285208968,149.565590989166,0.503560342134239,0.576574676193838,0.000409672707578177
0.293899942866201,0.869682120860434,51.6030223815098,0.186069431351774,0.857635500773948,0.000107167399060212
0.0720234290271528,0.618316619250127,66.2714215524033,0.340944414369667,0.180876686283772,0.000402851620056081
0.0528625267343927,0.327991983659291,26.9080903689281,0.116624843497014,0.193925241631772,0.000108666581622104
0.518770068942347,0.758188005633792,98.7173328591009,0.198608281833765,0.950690263535369,0.00025854781716966
0.574964335061716,0.863794396049262,124.432704535118,0.199979102546533,0.364166040103057,0.000298964547764715
0.217430089426023,0.971428825678831,115.274753971755,0.485374450333559,0.463274335450147,0.000357742569087581
0.18410205977869,0.951990933187723,146.290214166595,0.141790996126932,0.660485364359341,0.000211114706307269
