"betaAA","phi","kappa","alpha","zeta","betaHA","d_m"
0.109626943420153,0.0314935417380184,0.396559718996286,0.147305995676893,0.550216358155012,0.000151960922172293,1
0.111556998104788,0.0575330451130867,1.89336155494675,0.131813590380336,0.563018670072779,0.000187382893054746,1
0.166293880785815,0.0177405487978831,1.95074684731662,0.168987298916479,0.0447821146808565,0.000257093430613168,2
0.0676236505387351,0.0890643204562366,1.44570563314483,0.0379400313692773,0.842620730167255,5.96931204199791e-06,1
0.0611447924748063,0.0177528609987348,1.47949487669393,0.0697613433036499,0.366448467364535,4.17746835155413e-05,1
0.109020158590283,0.0384486986789852,0.614405810367316,0.0695369487453278,0.281706770183519,0.000174578894395381,2
0.20875024877023,0.0883107671979815,0.245651765726507,0.136292241921703,0.676704245153815,0.000132194398902357,1
0.0574711308581755,0.0282102557364851,0.439952542539686,0.121134576290779,0.00627376604825258,0.000458148597623222,2
0.242094736138824,0.00784480953589082,0.693359545897692,0.0736390558414286,0.440942417830229,2.82671952154487e-05,2
0.0249136511702091,0.0977123630233109,0.692831271328032,0.0585078747391887,0.983316968660802,0.00027171238407027,1
0.162875026057009,0.0420337864430621,1.56620089290664,0.296443517824923,0.593821015674621,0.00028483569342643,2
0.183436682156753,0.0433391106547788,0.0568260615691543,0.243362208056234,0.188358158804476,0.000308891123742796,2
0.169578819652088,0.0117689193226397,0.713674478698522,0.225047461568486,0.174363533500582,0.000106404635705985,1
0.16373486892553,0.0407280734740198,1.0542322229594,0.29376129646296,0.00705467304214835,0.000199573098216206,2
0.0385558303096332,0.0416539851343259,1.73157223919407,0.224753073026202,0.707247065613046,0.000264259042800404,1
0.219220567552838,0.0101256028283387,0.926604974083602,0.149834326295518,0.530989452963695,3.37708659935743e-05,1
0.0632261321297847,0.0703619706677273,0.94672267138958,0.147507769735947,0.583670467836782,3.99519507773221e-05,1
0.176834155572578,0.00559384222142398,0.17850433383137,0.152726356519584,0.498330240603536,0.000284592455951497,2
0.117495956772473,0.0972929360112175,0.595014635007828,0.377074108354895,0.841687243198976,8.72393293539062e-05,1
0.100111016596202,0.017743590218015,0.0886460905894637,0.445408379702789,0.902238045819104,0.000138856178382412,1
0.151605913473759,0.0367940651485696,1.76878185151145,0.218081081051362,0.357866541482508,5.80160992685705e-05,1
0.0990876576397568,0.0702451170654967,0.469540270511061,0.118633834786567,0.0595585752744228,0.000167480552801862,1
0.0850245703477412,0.015266258106567,0.373433043248951,0.228471462825461,0.292426557280123,0.000326959040714428,2
0.159201917471364,0.00901622467208654,1.85630391864106,0.306116871966587,0.47718840977177,0.000281166306231171,2
0.198804316052701,0.0529926389921457,1.57790694246069,0.101136898607847,0.21562177198939,0.000284657653188333,2
0.0448898064205423,0.0338296314934269,0.239157989621162,0.220049097593642,0.649100741371512,0.000204552305745892,1
0.0137823814875446,0.0137953453464434,0.585132379084826,0.0577214150399539,0.421400718623772,0.000488537541241385,2
0.139230004744604,0.0232600325951353,0.732962618581951,0.201640974405912,0.808654960943386,3.222878172528e-05,2
0.0110006748582236,0.0146450742380694,0.174146902747452,0.221801471390947,0.718314648605883,8.57066006865352e-05,1
0.00677700305823237,0.0188950437586755,1.33063571760431,0.130341164457939,0.0406336514279246,0.000181705661118031,1
0.169799434021115,0.0973139635287225,1.56816226197407,0.0315961351705882,0.917657115962356,0.00020201201166492,1
0.174998970236629,0.0548223869642243,1.04397845128551,0.0232471230368686,0.988910607993603,5.41663452750072e-05,2
0.204834977164865,0.0240734257968143,1.25889640487731,0.173094993561241,0.182812658604234,2.18182086246088e-05,2
0.147257038159296,0.0300529824569821,0.823753575794399,0.134019783080648,0.879092806717381,0.000197169761173427,1
0.0542282366659492,0.0883076187223196,0.29818838275969,0.227326561937495,0.404716504970565,0.000126858426257968,1
0.0553854487952776,0.0217044576769695,0.486108559183776,0.335765494231149,0.926759904948995,0.000294187097577378,2
0.0277767539955676,0.0338332254439592,0.206563781946898,0.357664903693609,0.558900742791593,0.000248617229866795,1
0.243074099882506,0.00970864167902619,0.641561674419791,0.174968368831229,0.680798677261919,3.93506605178118e-05,1
0.123611228307709,0.0169199752621353,0.26262908661738,0.0522414999830106,0.130426282295957,0.00022911543387454,1
0.141141786356457,0.0103332084836438,1.20867234095931,0.106204184850517,0.453048577299342,0.000161669760127552,2
0.013132638996467,0.0327543646562845,0.0756147527135909,0.0349607150945291,0.0891198173630983,0.000200270406901836,1
0.245670805103146,0.0167128812987357,1.23320801742375,0.19378766946387,0.497108624782413,0.000137191555346362,2
0.0954465070390143,0.0141609714599326,1.11212824983522,0.179526543604782,0.387757502496243,4.40313329454511e-05,2
0.00216004886897281,0.0644646218977869,1.52213916182518,0.318602757584034,0.662286359118298,0.000464567670715041,2
0.241621180961374,0.0107885696226731,1.78627943433821,0.0726239488600023,0.272156563820317,1.37643198249862e-05,1
0.00618078897241503,0.00589239525143057,0.32441463181749,0.069246667438516,0.976275936234742,0.00035637547285296,2
0.0573754898505285,0.038713637390174,1.9827363518998,0.0364955127904151,0.622804854763672,2.57959109731019e-05,2
0.00562609802000225,0.00909448494203389,1.04994700103998,0.0430092722593345,0.29088941286318,0.000190918292850256,1
0.0411979342461564,0.0347042791778222,1.56716837640852,0.147072954944818,0.989786132238805,0.000117163613438606,2
0.198302401404362,0.0246539356652647,1.30063526518643,0.066432491355219,0.375287028728053,5.17231288831681e-05,1
0.0434549400233664,0.0770739277359098,1.89283196721226,0.0325611579411717,0.179164273198694,0.000307547607226297,1
0.234152324963361,0.00790876059327275,0.646583128720522,0.0143957717425046,0.749375674175099,8.99539367528632e-05,1
0.059081046609208,0.0066664261976257,1.3169685988687,0.361877842367353,0.729945607483387,0.000315886770840734,2
0.187964133510832,0.0122203936334699,0.505820686463267,0.103127064986611,0.595320826396346,0.000216733322711661,2
0.0566890404443257,0.0211248784326017,0.421254848595709,0.33846511693452,0.863128732889891,0.000185659260372631,1
0.187622873985674,0.0715843736659735,0.726309577468783,0.087202431683337,0.944856742629781,0.000207239505602047,1
0.127028347575106,0.0543835412943736,0.481024906504899,0.269887493100617,0.633126656524837,0.000133779338095337,1
0.142578746832442,0.0481267024530098,1.73514963779598,0.0634283873523541,0.541279604425654,0.000253148830262944,1
