"betaAA","phi","kappa","alpha","zeta","betaHA","d_m"
0.225448212205359,0.0330655670135109,1.88486883610775,0.0730214014747163,0.39275268534462,5.99313579514446e-05,1
0.125635383825625,0.0461301994305644,1.48437818803354,0.151040058100383,0.377703515263849,0.000169134473104176,1
0.102359252411853,0.0337329863569962,0.602609967964056,0.0506188306395062,0.522210787811068,0.000250449857292002,2
0.0824331429122303,0.0216465390124557,1.4005038805228,0.361263748252792,0.789059821286853,0.000310289125128096,2
0.108719992299324,0.0398487076952914,0.258304228730519,0.287364032264692,0.71329296811877,0.000196117807288163,1
0.00528085864107652,0.0650629916095685,1.92214570712735,0.179607048916157,0.0547236795557763,0.000248196969962245,1
0.125921708335718,0.013669579928557,1.16598574034857,0.555461419898734,0.568336113016277,0.000136300174771327,1
0.214975335801162,0.0187893353074555,0.890888517689894,0.253460395432006,0.214203889659319,0.000253939005597098,2
0.208633849008898,0.00818140958048871,0.450194203498174,0.493251009831109,0.774488864324293,0.000174465428839262,1
0.112383475876548,0.0221724549351862,1.12314524423902,0.16828554382239,0.757368232913374,6.85501089600544e-05,1
0.179458858468859,0.00928608406088683,0.241657131473989,0.427904194422269,0.730599714425517,0.000173619566533941,1
0.198880523496246,0.0285055954296622,0.396827919442804,0.167785879159528,0.426343828966708,0.000136693315994788,1
0.247929114521303,0.0225708639563109,0.0665127806630596,0.0970767628333243,0.510959093831148,7.49535693467086e-05,1
0.165723639987308,0.0406510605688685,0.911724992675884,0.230049158479885,0.309294383189855,0.000149350438465536,1
0.176748921892564,0.0348008392237277,0.481893619575376,0.241865385643512,0.591057966298672,9.40028736316221e-05,1
0.00270269095540947,0.0415998885086913,1.21016546392654,0.0221321340718258,0.944957270843318,0.000108430707390674,1
0.0337039558506888,0.0381021484385775,0.420899428636825,0.0952596285284113,0.297649733937993,0.000189608365738096,1
0.161345884798848,0.044180096950569,1.33365285028898,0.288940287147149,0.190281956443595,0.000201116987118648,1
0.107962315213038,0.0569540789072347,1.07119576431827,0.0323037486186627,0.390172828613913,0.00020212847673258,1
0.118634901288333,0.0370590165252546,1.63227352062494,0.0517555386929111,0.483141059670891,0.000185735406283977,1
0.151846541538504,0.00151958302844599,1.78855300229257,0.490901143820764,0.6417352488225,0.000135890296404628,1
0.142025618244776,0.0195980011830652,0.182112712529335,0.256927404376705,0.666419306357741,0.000155460445770666,2
0.092118924929691,0.0239576349163418,0.142234170021836,0.0513958576330721,0.0871088413676075,0.00010846269974421,1
0.22759785224336,0.0383111709989821,1.41051524056303,0.2152203145067,0.0145483434221121,0.000180756308383628,1
0.0352824137632668,0.037057696360793,0.834219761200663,0.2071695482578,0.182611649589506,0.000214593125018649,1
0.0506809583142179,0.0305328326104898,1.2590724683131,0.384578760810016,0.315861219965496,0.000146997138865201,1
0.247444314785161,0.0480621338636731,1.19968117806182,0.00628558650391176,0.999131503939571,6.25903632074249e-05,1
0.0832525089892032,0.0382242083777856,1.64783584675336,0.222347902981871,0.442519711165959,0.000180177560323035,1
0.173081090968925,0.0488961166320222,1.88315825830221,0.251820536732285,0.599066162953108,0.000131514611622301,1
0.0938306261142869,0.0191710358847009,1.03763331667148,0.270115852654297,0.370527170264952,0.000236551343408612,1
0.176456965157929,0.0218462724713682,0.860223848384032,0.0364902402621242,0.638384757944081,0.000126952707906129,2
0.119250720617523,0.0254115704296674,0.900094141327298,0.124055057457267,0.311866317657347,0.000144017188669679,2
0.0572367986422531,0.0169702083487928,0.648512111195348,0.195030395193274,0.680245631118141,7.39758892397119e-05,1
0.151423369590202,0.0225832861747618,1.05169428980574,0.142369245598992,0.549562677976005,0.000167484697523068,1
0.0879072284391798,0.0184392765130515,1.86768238410608,0.1178362054283,0.610713389972331,0.000137519646460465,1
0.000519689215400798,0.017542950304438,1.19816356660025,0.0824409774533004,0.630210568268569,5.915874795063e-05,1
0.240262736225345,0.0514207676323612,0.848734975520182,0.178885590467286,0.87793159811403,0.000211189061334095,1
