"betaAA","phi","kappa","alpha","zeta","betaHA","d_m"
0.296434060872214,0.288842328755436,66.7558284440883,0.224475386659856,0.735854774477759,0.00022029930473423,1
0.466808439104613,0.215534415158661,42.865780815891,0.12502415126127,2.33121926976378,0.000186711265008516,1
0.86525463628031,0.405977351273684,68.2510179038358,0.143913480521631,3.61121186962951,0.000141682417877813,1
0.0368228183428159,0.429730054520915,81.5826924810412,0.28085071332053,3.18599811587166,0.000117311008796365,1
0.826791134174204,0.453284485216317,89.7761432287862,0.139697043345084,0.277238603382062,0.000134928505654259,1
0.375803326719579,0.491003761353424,84.9988504826283,0.147299823312694,2.28886107963456,0.000183000998462986,1
0.402850292160868,0.493192683653877,92.5394528391309,0.0912654084622821,1.49530314798631,0.000203755051351249,1
0.27500319099001,0.586348041291124,99.365549485391,0.0652437412446014,4.04096641593255,0.000127409026552915,1
0.142968950284145,0.458335836774105,91.693166738471,0.183957805845752,2.51152560067039,0.000199404753560062,1
0.0859980620087075,0.263057586083306,47.2921098773805,0.102990003134708,3.37592991695354,0.000100629516097406,1
0.816544392776239,0.293325243707357,51.1660569850485,0.0764110861561184,3.26828860628683,0.000183445138441183,1
0.112143993987115,0.403265603829743,67.0054550068086,0.157010097328489,1.32971485459199,0.000209081720089382,1
0.84042048762,0.428909193444306,80.8964052407112,0.000140466105815237,4.60210419748715,0.000110607084534411,1
0.286966425828557,0.0851221758681365,11.8998265476842,0.10176790615682,2.9541064781011,0.000167940734508028,1
0.95076092674106,0.543094006343074,80.3708872323397,0.070961760341385,0.952752918795532,0.000164453918577799,1
0.533059127902376,0.409384505406359,81.7214328476163,0.203644191438666,2.21714217331699,0.000170832220817608,1
0.516525986063644,0.721524787229346,96.8931977901556,0.100531740962466,4.38591293404838,0.000166793937896127,1
0.274440358087852,0.493790854191828,84.6809419992592,0.0585840241668672,1.44237496970729,0.000163429591230245,1
0.0772628602687198,0.261485187557015,45.6101627637195,0.262069912165373,1.72250190481052,0.000144202648016125,1
0.780434319808535,0.349688400822217,66.2317666967512,0.20546733958161,0.897934117523574,0.000135719494673637,1
0.0172917092081212,0.638020762330514,99.5364231841499,0.0278080468879832,1.38888115238225,0.000191833690999022,1
0.160727739537551,0.452343314953002,66.6869283760448,0.0982772636993162,4.01929928041569,0.000130931715428036,1
0.552889449243784,0.547069699695866,95.0652382251916,0.127704718476885,2.02771979850248,0.000215509503576355,1
0.879989011585836,0.466618804244354,94.031048868176,0.0825739515589158,3.73701577901701,0.000198901530878318,1
0.227627524994215,0.200631900335482,33.3082301315673,0.105110205110132,1.37359138087911,0.000164018008079871,1
0.628743550761996,0.594404890673862,99.647655057713,0.00342848343955347,0.840020689318431,0.000135475925454672,1
0.201037054206454,0.534731121645805,94.2022245478299,0.14752483468339,3.95144470758651,0.000163640461680872,1
0.340622422109668,0.281188011803317,60.4331136501075,0.106475083626253,0.086064852045972,0.000263754860377371,1
0.691800249924328,0.355364450705403,50.4621222244993,0.0791291532192859,3.53944999653062,0.000122152761262152,1
0.673276937523199,0.427257545994792,59.5276084648267,0.0964599199224618,4.32296601701346,0.00010770811050334,1
0.662842538335578,0.290589788387555,50.8684470046844,0.194343900396145,4.77898750305649,9.00746839590153e-05,1
0.421662929440496,0.246536708017034,47.2129791117788,0.0487534845750176,4.72912571512945,0.000161307303868526,1
0.392074176534872,0.316634297090447,54.4173866049297,0.0236534111250814,3.03878913023624,0.000171659810941663,1
0.551730098014219,0.395153839840918,58.171837108132,0.172007477136885,0.836453309676819,0.000154607880104579,1
0.254333873105985,0.361125698370794,54.9564881630181,0.148291163958041,2.74464112113454,0.000133698874014936,1
0.83684273446791,0.403594770184345,56.7883518802084,0.0214616656208827,4.07766344550234,0.000111543965066776,1
0.325439351421932,0.343202595623143,43.2464576248244,0.035855641895619,1.66916604200159,0.00011424048331086,1
0.140987740271675,0.218192154915828,45.6352757473051,0.30994201629502,2.37938221597824,0.000197550873847225,1
0.451390097296374,0.401636645362751,60.6999284282148,0.133448066255503,2.14259225945747,0.000129391174297258,1
0.779720317640649,0.541500291813545,72.8254934369993,0.146590281011853,2.80112468257041,0.000135636752677034,1
0.983132970614587,0.0368166869434338,0.55409891813899,0.0346597077800255,1.2982879644727,0.000145206803388523,1
0.93673099558704,0.416077730379679,57.86630213733,0.0274244773852988,3.50121130444867,0.000172740157116056,1
0.93441760508114,0.127136354411687,26.1201711531507,0.144988568038381,1.87002140600782,0.000169010654886419,1
0.607777276577223,0.44948408022844,84.4355550099398,0.122789966409477,0.698610914129178,0.000210082084587268,1
0.601952833139679,0.189339665424644,37.1224665549784,0.154845899950347,2.21904401847849,0.000198703357149885,1
0.490344216120984,0.562318623917488,80.013750767556,0.166912724809132,4.34343925733635,0.000195362116226534,1
0.555176281676181,0.563880541379119,91.9469069844628,0.0518990816366897,2.16582628337266,0.000212253537850985,1
0.779312927874449,0.473727944576971,83.8420915304302,0.138737768429637,1.74530388779082,0.000218575698242656,1
0.819203484943002,0.246457454336045,27.0509943472242,0.135889693679547,4.29721633222664,0.000128422306056376,1
0.643755861404155,0.436809771990372,87.2979788453909,0.118341146216841,4.77133192859903,0.000117188551313908,1
0.46478865636792,0.39635288639098,60.0194664977548,0.0430371812509667,2.52798324124255,0.000108096345155959,1
0.376533790799038,0.527657404782956,75.6789033839123,0.102903729872753,1.23845079901503,0.000162512955071432,1
0.845982511666297,0.33365121127102,53.4267175595137,0.114200715470991,2.86567545723326,0.000192540369609389,1
0.79290365482788,0.561921505607316,91.4214661373454,0.0739487163238846,3.81141736938803,0.000192312404233236,1
0.410022310764845,0.428407505187998,90.1847771608928,0.327821525835691,4.37562172911676,0.000165088686140128,1
0.754398347940088,0.351754099566148,53.6906630397776,0.0382111011594968,0.805597227247433,0.000134953001993096,1
0.310138945847825,0.344694982710125,44.4575501031551,0.139572970543259,1.45077807146269,0.000165269421508951,1
0.0767889445217364,0.493838146143153,93.7551125384478,0.356147260776502,4.28294087919196,0.000205019390884157,1
0.800638222228833,0.552231317292642,68.8523369814988,0.0094657965369681,4.61126518393552,0.000104817264684516,1
0.690762622906596,0.401918496107698,84.4637961883769,0.0438855425540882,1.52380978041661,0.000160568124937181,1
0.479936202572338,0.466755817602764,77.7853308049004,0.120746668312408,1.52764579546664,0.000128483044651838,1
0.391921434437456,0.410968107141668,83.0246998716044,0.193318381820322,3.41477532059814,0.000140900566341619,1
0.111245238120203,0.425892116584966,41.713332317588,0.0576008121457527,1.63882444348472,0.000119517730626144,1
0.638506609065733,0.684697771031062,93.20463872645,0.0252857712339899,2.03253012603607,0.000132216010506257,1
0.231831085642224,0.116233196570039,16.7042087161099,0.0216003790611207,2.56399272433363,0.000186868285735825,1
0.232604825199905,0.303071773384046,75.9696630240558,0.337994013229891,1.85503261930456,0.000208855106583184,1
0.461159251569702,0.383386345154117,46.5210939017013,0.0218597851871022,4.12427674942204,8.4210003617724e-05,1
0.920358539567376,0.492530529475807,77.589860199222,0.132456249492821,4.3220809564993,0.000126245069165907,1
0.423378390763561,0.386998164389932,53.7202585458294,0.0910434500377114,1.25846694275669,0.000189214988222245,1
0.284673640532738,0.323901622518873,42.2861776624601,0.187101313574676,2.88532687671016,0.00014933641088583,1
0.777876354203757,0.610185271864327,78.2575631870545,0.0668639439857308,1.26699783391657,0.000181825897008903,1
0.164910073420394,0.709032618052627,93.1317564518428,0.0747533751443265,0.611172631218174,0.000141979234213976,1
0.000678252764364562,0.29110833803961,52.0477454978391,0.118489743532008,0.667006531467434,0.000130988401294577,1
0.417102389074645,0.516253350621847,91.8923500384577,0.119673569912303,1.59961539835263,0.000225221193763333,1
0.58465166276407,0.625184767831209,92.9469939002463,0.0932731211222139,1.45274942609781,0.000147430419946526,1
0.578838144648672,0.370307464170501,76.5935919272271,0.240541686451913,3.95154099892702,9.96764235971762e-05,1
0.733234491909994,0.200071634305209,38.1984295214673,0.180660280176097,1.92815649439472,0.000120730409077531,1
0.433912721012549,0.291513559466221,58.4993936050975,0.202218783393576,0.624957610501964,0.000244737707427387,1
0.186081206082943,0.435500444573134,65.7502545074033,0.18766623276936,3.64984377334952,0.000151656714361517,1
