"betaAA","phi","kappa","alpha","zeta","betaHA"
0.183770422299858,0.0250973879126832,1.89938337588683,0.264647594875535,0.268582786666229,0.000271343861706555
0.0565775203867815,0.0888115506852046,1.74021026259288,0.032917763704941,0.5191678351257,0.000239405384636484
0.222745298058726,0.0752343666506931,0.158180130645633,0.242379531386905,0.239702396793291,2.9794784495607e-06
0.131614230806008,0.0248063917737454,0.255654411390424,0.274174818422101,0.366645990870893,0.000299476527259685
0.134799583756831,0.0396339265396819,0.112450219225138,0.149702341050394,0.0939774580765516,0.000138374615460634
0.206867361615878,0.0224776527611539,1.04539285413921,0.169098110781385,0.283778394339606,0.000172866513254121
0.0167668320355006,0.0882628862280399,0.310562103055418,0.326371025587325,0.23332084598951,0.000297956371097825
0.0296779140480794,0.0262377043021843,0.299442764837295,0.239334168041965,0.190843363059685,0.000125026136287488
0.2253943386022,0.0626746809110045,1.67802734207362,0.0374901421254809,0.889783167513087,2.62146495515481e-05
0.0522868349216878,0.0950356624322012,1.16247279569507,0.323405829235924,0.0524834671523422,0.000191902153659612
0.0185125553398393,0.0763567908201367,0.748338463250548,0.212297521665957,0.841963560786098,7.02211859170347e-05
0.0884158636908978,0.0167259143432602,1.28070506593212,0.181637591224193,0.170277293771505,0.00017092156317085
0.146884868619964,0.0615314695518464,1.39315638691187,0.307005714303159,0.962329127127305,4.7831931267865e-05
0.0126069718389772,0.0963492144830525,1.10438579926267,0.0571621292289771,0.752215965650976,1.06165261240676e-05
0.142880967876408,0.0596234012162313,0.860971150919795,0.0665281793777171,0.665529737714678,0.000133445201907307
0.0854905476444401,0.0487238310975954,0.723868776578456,0.415686047931675,0.222423280123621,0.000287849358399399
0.220845741103403,0.0642775926506147,0.420579228550196,0.0337603830457544,0.590165552450344,2.44318635668606e-05
0.156464401108678,0.0466642659390345,0.100720830727369,0.141489631949581,0.0166745393071324,0.000209927143645473
0.0533154759323224,0.0540644960477948,0.454783713910729,0.239062688872029,0.952699064742774,0.000116954377735965
0.222840877308045,0.0199507993180305,1.37884468398988,0.109147063221345,0.237236299784854,0.000173806697595865
0.116844867065083,0.0292676363373175,0.322214911226183,0.053879519926237,0.63265401404351,0.000190996852004901
0.0246541690430604,0.0835186305921525,1.29059872310609,0.109822630456395,0.300895930500701,0.000108649452449754
0.200708760821726,0.0691947764717042,0.401600947603583,0.243917902691869,0.481958673102781,4.29973843274638e-05
0.242255683348048,0.06775901701767,0.302837451919913,0.440573813667816,0.299659857759252,3.08184802997857e-05
0.194004314951599,0.0822815781924874,1.79535934096202,0.277857210521105,0.906959317391738,3.31702318508178e-05
0.244633121648803,0.061270681140013,0.848191193770617,0.197915353158523,0.889899834292009,0.000247858877526596
0.0113331385073252,0.0950762807624415,0.750252462457865,0.0675683695303469,0.148250336758792,6.61552695091814e-05
0.197773636667989,0.0706858624937013,1.73389694653451,0.0892916442343552,0.0666585061699152,0.000198327781399712
0.0207587633631192,0.0777216829126701,1.73792635882273,0.0421809025230349,0.591312569798902,0.000228162019047886
0.24214530485915,0.0429004685487598,0.283893434796482,0.295287782299833,0.447617061436176,0.000228205684339628
0.108404827187769,0.0823940209811553,0.547826792579144,0.104131354339731,0.252892547519878,1.18688100483268e-05
0.215700665605254,0.0550995259545743,1.6133144707419,0.0722413113270327,0.594210702460259,6.11574407666922e-05
0.0982441527303308,0.0743909128475934,0.243573649320751,0.036231919883953,0.597224384313449,0.000195801454479806
0.191366534098051,0.013385676080361,0.607629456557333,0.628212081282195,0.386939925141633,4.52032089233398e-05
0.11304646008648,0.0365491447038949,0.171087082475424,0.169960874296513,0.419174547540024,0.0001529085773509
0.16432233894011,0.0335110419429839,1.40690152533352,0.0333932080416434,0.802643304923549,0.000169736173120327
0.0307966505060904,0.0468433534260839,0.0287077934481204,0.250511736977707,0.171319087268785,0.000172941219992936
0.199686930107418,0.0224096753168851,1.28192329593003,0.0797800927733099,0.809746209764853,0.000163158288109116
0.082178205542732,0.0286839331034571,1.52636862965301,0.268098692521522,0.777745627332479,0.000178122390178032
0.116411751834676,0.0824534844839945,1.18244833685458,0.17359589593214,0.248271495569497,0.000224927814560942
0.150982573162764,0.0260691710514948,0.371778898406774,0.265690038965409,0.0682418837677687,0.000101587655954063
0.147491387906484,0.091880568000488,1.603463830892,0.0963981904411935,0.555191724095494,0.000137888746336102
0.191769568307791,0.047361895442009,0.588304817676544,0.0428680055048781,0.526546105742455,0.00015651511203032
0.0146448955638334,0.0649646032834426,0.865422459319234,0.0496791484339782,0.171927075833082,4.26981796044856e-06
0.174611773050856,0.0144325383473188,0.270762233063579,0.16625972193161,0.659270124509931,0.000213221459416673
0.202289139560889,0.0506409096997231,0.78341024229303,0.124040595417192,0.178805940086022,0.000134457299252972
0.00366406631655991,0.0825740754138678,1.39440576871857,0.023145518761644,0.560301861725748,0.000192325815674849
0.0294934204430319,0.0510239329887554,1.51726900506765,0.0568121992111129,0.0746150822378695,0.000156225739861839
0.158294501539785,0.0971084844321013,0.665002263616771,0.0552640392815861,0.936467160237953,0.000189815832884051
0.241576615371741,0.0439518192550167,1.28247447358444,0.320922679837289,0.428154542809352,0.000228517542942427
0.0824575254227966,0.0963897332781926,0.115355201531202,0.0328268981124794,0.500422741519287,8.8615562999621e-05
0.209167420456652,0.0729869492119178,1.02878543874249,0.219822713662593,0.499727467773482,0.000284935921314172
0.199746735626832,0.0970103641040623,0.194076375570148,0.183500612638596,0.357800619676709,2.24746213061735e-05
0.218446001235861,0.0695476116845384,1.32821410242468,0.0680336211672799,0.991763131227344,0.000219208136550151
0.0141304949647747,0.0489562625996769,0.250000522471964,0.26023989440514,0.86957206367515,0.000260038139182143
0.0609664630610496,0.0272764499299228,1.16687593981624,0.150060685893768,0.979487229138613,2.33280999818817e-05
0.00228039216017351,0.0225628773681819,0.603650502860546,0.180227907008944,0.01560522406362,0.000176260631415062
0.0553341906634159,0.0661602747626603,1.10744887869805,0.0463123069118312,0.0691897247452289,0.000148509303107858
0.197205985314213,0.0454698093002662,1.53276986768469,0.0596945098101013,0.846749301999807,0.000225051937391981
0.0436098678037524,0.0411844585556537,0.654769918881357,0.116347524519438,0.261667985701934,7.34941976843402e-05
0.077499506121967,0.0706211995333433,0.133867618162185,0.121183179270374,0.911849397467449,0.000224054061225615
0.0662109351833351,0.0666542259976268,1.4812615592964,0.131386246987812,0.458685034886003,1.7388769891113e-05
0.0383081948384643,0.0663471256382763,1.0972984903492,0.277468863907499,0.332000294234604,0.000246636519790627
0.133356465259567,0.0710348424967378,1.21945458697155,0.236712560460964,0.622599206399173,0.000281787683838047
0.00554762553656474,0.0710141061805189,0.0258767819032073,0.16574290845812,0.334396298974752,0.000218132804846391
0.14327383384807,0.0962223490700126,0.518083780072629,0.167253626896618,0.878706071991473,4.00227243080735e-05
0.106917768483981,0.0852674730122089,0.9302102252841,0.169627920898795,0.229915818432346,2.6821373263374e-05
0.0907838338171132,0.0981119387084618,1.75405555777252,0.057648042478634,0.276607137173414,9.00604471098632e-06
0.174788155243732,0.0857108470052481,1.02204330265522,0.00367584677836742,0.821569620165974,5.59630369534716e-05
0.108882331114728,0.0590907940641046,1.93520869314671,0.0468853670043206,0.240456413477659,0.000128216314711608
0.127650341775734,0.0202894229674712,0.722213426604867,0.0945862433402072,0.112316553946584,0.000111154255922884
0.198788897949271,0.0588139513740316,1.10840978519991,0.0132272526170986,0.0657055298797786,0.000153480267967097
0.226645215123426,0.0352255487814546,1.2029965473339,0.187020594909524,0.139409872237593,0.000101315816165879
0.079809554037638,0.0638673795154318,1.81075390661135,0.102395098902256,0.362265899777412,0.000234285574872047
0.0610089391120709,0.0799408940831199,0.39974245429039,0.164058671979885,0.188800601754338,4.99924087198451e-05
0.0982150664785877,0.0456518893828616,1.78614868642762,0.0368312758206419,0.620734389638528,6.67381219100207e-05
0.207812889944762,0.0422298548044637,0.811089178547263,0.303122600051502,0.783040591748431,8.27820219565183e-05
0.0341091325972229,0.0599695251323283,1.8591344198212,0.136108084096487,0.621308175148442,0.000197438579634763
0.0871938977506943,0.0997729837195948,0.757383338641375,0.0510186816371159,0.063333805417642,0.000245033408282325
0.0259836036129855,0.044895000429824,1.92940780846402,0.152112050376289,0.633228768827394,0.000215467034955509
0.17251907219179,0.0449180586496368,0.632066772785038,0.0840668698086623,0.460001380881295,0.000173972703050822
0.152941256703343,0.0310268906876445,1.36523412819952,0.267169282103652,0.478284745942801,0.000190465603722259
0.218329166935291,0.0540985091822222,0.758491591084749,0.275114599550994,0.423778067575768,9.95992153184488e-05
0.0185190591728315,0.0711162540363148,0.617503879591823,0.0609464663747276,0.442538384813815,8.39944066246972e-05
0.00997171498602256,0.0676084421575069,0.0915134702809155,0.196834032125562,0.274581971811131,0.000284460750059225
0.0271430759457871,0.0865078028524295,0.320993716828525,0.0487255784673918,0.317309761652723,0.000207054081954993
0.0607245218707249,0.0406408761162311,0.780521682463586,0.00896743014452124,0.668269413523376,0.000171289021382108
0.180136263021268,0.0740959731861949,0.579742713365704,0.277415289464495,0.0725364917889237,5.64208350842819e-05
0.0560482211294584,0.0457268647383899,0.724074867088348,0.285390308100732,0.00531475944444537,0.000259995237574913
0.241491169726942,0.0448841111501679,1.7982981079258,0.203650360053854,0.162070368416607,0.000181467678863555
0.158881603507325,0.0642496227286756,0.371586513705552,0.311092600140341,0.460314844734967,8.65109541919082e-05
0.160282534256112,0.0903141313465312,0.887996781151742,0.129034765743911,0.00441031157970428,0.000181500320904888
0.185808521520812,0.034255634737201,0.0437377532944083,0.0940616497027365,0.286606879672036,0.000221395802567713
0.00904781464487314,0.0495543943718076,1.58313676156104,0.171618248255117,0.102860375773162,0.00013458058051765
0.0609457258251496,0.0505373995751143,0.335430685896426,0.402713495323382,0.612451808992773,0.000227097403258085
0.223758636566345,0.0400090688373894,1.89266661694273,0.104508414063107,0.366419830359519,6.35711859213188e-05
0.0949902599677444,0.0353007418569177,0.0168800647370517,0.442068790286203,0.0165505292825401,0.000225103299599141
0.235138223215472,0.0279431116301566,1.14535844279453,0.214039489353822,0.46746540046297,0.000108503397321329
0.177402781613637,0.0382049854379147,0.770449587609619,0.189701414583902,0.530403990065679,0.000120979825849645
