"betaAA","phi","kappa","alpha","betaHA"
0.355419008934068,0.33989145694403,31.3888102967739,0.181381839984192,0.00134319483081003
0.806533650732933,0.605397163129982,152.983332369707,0.168573887445643,0.00110904907176806
0.748878318939123,0.489353610179557,117.964898158296,0.304425944373524,0.00634764869089444
0.682985896554506,0.545460110553654,124.598738342641,0.0957070855163841,0.00216287124855011
0.810716552525828,0.719600100234534,115.816722896404,0.0876942709811827,0.0081790550117752
0.925846702441954,0.84752122424874,158.321193053587,0.0589547783599509,0.00945277084568134
0.768101232690194,0.347044559173141,78.6990211506823,0.191922366578686,0.000382210469501291
0.829606768586828,0.721338486503803,84.9193240742969,0.158704003377188,0.00609734027403953
0.878164456719486,0.73213131644906,110.756377796747,0.0791286471115147,0.00088697504484921
0.163272232314725,0.193355732360035,13.8406526700908,0.0621024200416036,0.00287601997069031
0.568894677647606,0.427055056865596,93.9349123862431,0.10715080830062,0.00115479326303615
0.969672439711378,0.645146230514587,80.2493810376802,0.0812754405285784,0.000187848461099187
0.917490469564355,0.595782418966232,167.326279313388,0.263907675985907,0.00104123437002925
0.858043593845931,0.756615914409065,157.880250358798,0.00764909047441862,0.00183999734654265
0.462778328002046,0.262308247163449,37.3384781322881,0.181295841094291,0.000470132076759292
0.37182892147518,0.393333064314575,35.7302595482127,0.062247999479601,0.00181367373365581
0.969110155275582,0.688701801067289,127.475612190253,0.040960489011085,0.000937784298598094
0.753909345858746,0.508810070051917,113.190535595709,0.280385621936754,0.001420686678627
0.923740847873047,0.634000128092007,160.178164478285,0.189208243507892,0.00111298778091283
0.861660543463224,0.531770987138053,106.476643564292,0.0679217268000514,0.000663179400547754
0.672551013365966,0.340427327359929,94.0347491167412,0.37868503403547,0.00130649413552766
0.487155513838373,0.261909983881686,36.0515881549629,0.168685997004343,0.000119850510775954
0.453520581461798,0.34583567163999,57.9388220598629,0.191864716399764,0.00159274736207792
0.43485146161534,0.405907422777477,48.5957253987581,0.0815373661860577,0.00232810868857337
0.963804724668741,0.768403698325244,148.311208894187,0.161688888588064,0.0039895132363909
0.813876314067141,0.603636613576927,98.7511185297167,0.223335796025552,0.00508435916759112
0.872884814512461,0.825889411134748,159.084012824436,0.00162683151715906,0.00467911714292431
0.612751074546939,0.579816352090245,69.0251439614424,0.0549394205927804,0.00411890381961439
0.777878208668952,0.573136241914577,115.718125330382,0.19772013778328,0.00118764248879988
0.928934320823043,0.804139427612515,144.972188846391,0.0853625490367732,0.00549349312208676
0.591572755409716,0.536885399487436,75.5282250021699,0.0588273910169287,0.00645526261731139
0.588130650398041,0.458973678702113,103.973137755811,0.103562842664335,0.00161083950419043
0.758717509824935,0.47835218888863,133.814341345452,0.26944105055806,0.000974679227017385
0.978116854465914,0.454165138164728,99.0966517252087,0.251724983747098,0.000313008418277242
0.825683271420732,0.633831810943033,118.876204464926,0.16242800685979,0.00275980230740176
0.949569066696762,0.892593172625729,126.305129965959,0.000906470281608897,0.00153140955832292
0.47192732071449,0.310781102753338,79.7415727766012,0.217511259485684,0.000535073994668382
0.608881231334741,0.47368668396486,113.211596141586,0.184259783736053,0.00416918650716916
0.636732174499001,0.512205374343423,88.1708628916093,0.163910244372649,0.0024237813312445
0.89326275307194,0.539208186022974,172.58092105131,0.367738078372349,0.00938642487331918
0.851818282348445,0.755473114663495,111.142239271089,0.0879340667946803,0.00752593286747977
0.869609932321084,0.770604532325184,116.580211215665,0.0789624187347966,0.00327547067165093
0.786734101618688,0.235582240120432,29.5007165909376,0.201583582863846,6.08874307169894e-05
0.770497955820523,0.698150636470366,103.130654089154,0.0116320343084499,0.00262747071256353
0.562575098725722,0.468029547925612,98.6502625909415,0.132377989409626,0.00388502527322874
0.524840764018138,0.46605702677541,52.096770821248,0.124872431125222,0.00262232541547832
0.35217333461605,0.289190308254405,52.3850577960563,0.127513444152316,0.00531098668232897
0.672906015910829,0.548454306502327,129.66151288954,0.126479895895205,0.00334987662093884
0.95225427283524,0.671542812729313,142.336229358625,0.256517485853645,0.00304680532915208
0.718077432594566,0.651693880824211,84.0452538395217,0.0681361783620435,0.00568688385566007
0.610161446340013,0.463008192114225,45.7356700879596,0.0197306939830005,0.000325262482767295
0.223061272081537,0.162964991109947,26.0611196398582,0.0971622678991028,0.000642668903632918
0.679029812229611,0.53618264361764,134.820239428436,0.174680707732641,0.00557728234655642
0.78194186587231,0.675860290658024,136.336149610215,0.0460109586427724,0.0019136975088874
0.90126740294571,0.589025523883585,149.672224877976,0.286150013334045,0.00414065264641646
0.850987313445097,0.613618013100509,134.223939721022,0.0727911550810101,0.000889513049700696
0.864742467130819,0.756818776280355,124.554071775987,0.0880802830714152,0.00351187674144195
0.997763145667533,0.688318293248024,151.838652243947,0.273582453208101,0.00334715034212692
0.973350543630533,0.741732667431974,171.591594599991,0.212471000555892,0.00463887404175952
0.898626430833694,0.552516380166292,84.0876157290161,0.24182926461797,0.00105141279622672
0.61424727483985,0.547784632036253,94.8020356115352,0.0825924020075609,0.00711708117684746
0.596619377098742,0.527049771834337,64.0916722826388,0.0217343547345406,0.00187330820789191
0.336803983112662,0.361348992248925,31.9154668000654,0.0649463132047314,0.00439207915433529
0.96463508492321,0.65709898165651,110.828467173323,0.0336311373538538,0.00053689117381922
0.704868382365,0.553780178378404,140.25967242743,0.18110180606524,0.00509282147580984
0.761861255954658,0.638367539917256,138.317812301124,0.141237298354111,0.00906831751782913
0.674076344691956,0.606414026919426,73.1192319200033,0.076073580014723,0.00340251470982949
0.929859776637487,0.603460857968428,141.902680587598,0.265422802101664,0.00101104540953038
0.901364014012595,0.427957338651209,98.9894478877371,0.370747212326877,0.000451274790057287
0.741344558665068,0.626017954468305,133.484671915321,0.123628485202893,0.00734392780000948
0.562034498266165,0.1701041263305,36.4256231343838,0.152796790091256,0.000298109071798595
0.307792965524954,0.173528704273333,30.9363265146902,0.2137290845454,0.000488183926872519
0.76926814692975,0.663951060334785,135.966816492593,0.0933021674922994,0.00570234093919698
0.753733305848864,0.344276733232044,92.8273078696334,0.411085116471227,0.00057533617530162
0.661669737842419,0.62852920556472,68.1564125229428,0.0737872706734268,0.00125848957897422
0.486006495678025,0.496674082410295,48.2369973672727,0.034780552465647,0.00406885243983954
0.658027088295194,0.533143177934879,111.83064825136,0.146372896130017,0.00343385072480747
0.587818744143089,0.585054246550169,49.4013484923,0.032013517703692,0.000847573381664113
0.558079417091088,0.590067686018073,52.7923804514735,0.0745219049409957,0.00337958801177586
0.958395200105184,0.876611652956394,98.0615053082626,0.102873301347937,0.00435979162688773
0.879553299664796,0.77799161573314,131.483890660796,0.0852183650737757,0.00896138882098975
0.553582344858451,0.2082849868509,56.3500928271804,0.566854770684279,0.00207057829565437
0.426049735131449,0.338249797625301,66.6967240290835,0.161759471461705,0.00609851302737786
0.76693474836795,0.667383373464349,106.740637352782,0.044118038148636,0.000816838283004604
0.595979267521866,0.479824973084519,79.5064882399929,0.171953166295659,0.00584875873649323
0.924459846355699,0.518046656577884,86.0297606178034,0.258565371389952,0.000874103969210006
0.702870681707512,0.616225695146042,103.476161224606,0.0119207512454634,0.00164269786252236
0.481726470610507,0.399386699294429,58.9480526733783,0.14142482526361,0.00623807670958833
0.730329541131007,0.468877289485701,62.1974340331536,0.264016257962888,0.000570087772588326
0.895741618842443,0.644231347348295,165.790378697166,0.241914998679502,0.00335680110050892
0.41565032918418,0.202618364182189,16.7555322567105,0.24614086180502,0.000102773275770029
0.752098734319839,0.351339414686864,85.1603062713688,0.342302210348912,0.000903652420171402
0.97035111163692,0.835469430760035,189.481223817568,0.117593462609921,0.00515012420491703
0.908815180852131,0.349733206276597,77.0526365391033,0.593775161265613,0.000627498452157265
0.896390607550436,0.879649224601585,85.8450094932802,0.0595253258960817,0.00393396404285662
0.916531947234938,0.633414128891727,134.986592112618,0.263161117444003,0.00447518609016836
0.729709605877166,0.707615052389435,81.2113705030802,0.0340851245371271,0.00383528566774877
0.910776553005112,0.721059638929876,148.88136194005,0.139843654328501,0.000729643498584526
0.672292017481183,0.471763916755357,47.7103519998728,0.0596335525667302,0.000369598518869339
0.820183190404125,0.427174785529073,91.8328793406979,0.342624798694777,0.00140745408751009
0.737475183615425,0.483222393640271,84.4747682244504,0.303547853358418,0.00316166792753784
0.353334951500626,0.252077952552344,42.0399166352149,0.241406021528312,0.000935005680545929
0.869793525519831,0.784823193773366,161.710882964185,0.0490600676752673,0.0013424156282569
0.535454267827463,0.363609053905358,77.4551799455443,0.192752406122449,0.00154536213573649
0.839800452786347,0.823467655731626,89.4271992286294,0.0534542952968589,0.00998515745495268
0.723316902925874,0.56880096946622,78.2114013253874,0.204383347529821,0.00451122389152539
0.616914590454811,0.465571126444114,98.1038798200813,0.220543495529309,0.00471659538042085
0.27027812014313,0.235658438826245,43.1371637796622,0.0785836204043154,0.00765371652557342
0.903650376048944,0.775905962204174,162.867219720058,0.0635592078465666,0.00311074189354647
0.867393284119909,0.505405768898748,122.608003508002,0.391305125128357,0.00439252232615446
0.975142298492138,0.705256536964779,141.35155529976,0.137322510652814,0.000631995661246037
0.881329147119679,0.770960426388036,178.38797709775,0.0984367861365819,0.00407638725038869
0.646824832640325,0.514865688721317,56.9313283279983,0.144430354837675,0.000266191863173349
0.792493641111635,0.767412921890923,84.1563678061987,0.024534756182858,0.00452076160455588
0.763276683460857,0.341980374234963,41.9199006451212,0.201298520427228,0.000263581288718067
0.671603901654003,0.409895503876923,92.6642647030416,0.207968900165037,0.000773211944562292
0.859635709228589,0.47433671213062,121.82973013988,0.417335634427059,0.00421704353239028
0.605441480396818,0.500767484942777,92.4986563654053,0.0133489850818662,0.00153976977134608
0.687636701747497,0.494218128887736,98.5784461190405,0.040971475228011,0.000410514521260123
0.736935892535407,0.682384469447417,115.491309023822,0.0531119143103091,0.00730382386081022
0.514754666045835,0.577358117103522,47.5605256019118,0.0080921317424352,0.0042175036147445
0.957470601616693,0.646259788047619,82.5554839249085,0.234915866436607,0.000632194285503884
0.734432618462965,0.580817646164692,81.6588816752407,0.143148512135278,0.000650974166885921
0.412766239281501,0.241383337976328,71.367158891137,0.304067548361317,0.00231626608832517
0.664677719054625,0.614650319860591,69.4243439766007,0.0634146619861025,0.00205866710089547
0.94597485262473,0.598037131677621,126.391647332245,0.339413270329434,0.00388142675873335
0.57801536990502,0.499844512997118,103.522361679672,0.00459319627593903,0.00184998942623365
0.928610019301052,0.838210788497337,94.8872793222,0.0399312573710234,0.00132810430522767
0.672789597393906,0.532065623086419,79.9133085168938,0.158963244269936,0.00138579680405813
0.972678172625822,0.647954647310635,121.415150919786,0.254038813081752,0.00146584619690883
0.907321327230729,0.618208034534688,65.747946444917,0.0332124947469659,0.000284893321585864
0.798952659423619,0.526105962879141,129.275872738022,0.225669364069541,0.000409575001307476
0.866616404343572,0.707192818563139,110.905647244031,0.157392875474036,0.00134615421341426
0.788537423053207,0.347745687763274,50.6610009814958,0.0106623847694568,8.11799512368371e-05
0.831998368960326,0.378935940432978,125.177546428843,0.472534519380417,0.00206809055392702
0.994439306945553,0.842368630762405,129.304696852776,0.108147870940714,0.00257242187788316
0.886939657863637,0.734052387164306,98.1741233076913,0.0628111786133643,0.00162042510461708
0.749039229491924,0.483332419296941,98.5850024187991,0.292944786152722,0.00171314844401669
0.776868952108187,0.473153957675657,124.079405262802,0.307012511720832,0.00258187571719391
0.856176405753813,0.702498037954699,97.4861978303182,0.182954809632001,0.00458378924283478
0.931810762616073,0.900929458326577,96.8847134841538,0.0588594798843446,0.00407266287848934
0.802101057548764,0.523989282234802,88.6425892370307,0.31003624268189,0.00375874222124812
0.980476218663956,0.851093496317846,103.38539988612,0.103844298447035,0.00412353897349265
0.607092206506054,0.424085467535258,92.0073479998941,0.260907499445136,0.00366046823674323
0.872304076658802,0.790442393062666,86.3107098735279,0.128231209239327,0.00614456762895963
